,title,source,vote
563,火车上遇见最让你崩溃的一件事是什么？,https://www.zhihu.com/question/34019332/answer/102285596,33528
564,如何煎出完美的鸡蛋？,https://www.zhihu.com/question/21190731/answer/39277876,33478
565,四十岁还打游戏的人的生活状态是什么样子？,https://www.zhihu.com/question/68666119/answer/365326419,33474
566,女性有哪些让人觉得有素养的瞬间？,https://www.zhihu.com/question/59596497/answer/201847593,33433
567,买哪些东西相当于交「智商税」？,https://www.zhihu.com/question/27820531/answer/343172735,33406
568,你听过的最能引起共鸣的话是什么？,https://www.zhihu.com/question/37496011/answer/80767589,33366
569,把一副好牌打得稀烂是一种什么样的情形？,https://www.zhihu.com/question/264672384/answer/289278601,33349
570,毫无预兆地遇见知名人物是种怎样的体验?,https://www.zhihu.com/question/36777782/answer/285284437,33328
571,有哪些你曾经误会过的英文缩写？,https://www.zhihu.com/question/269579260/answer/348569650,33296
572,中国的家长有哪些让人难以理解的神逻辑？,https://www.zhihu.com/question/30602857/answer/196643225,33118
573,你最苦的时候是什么时候，是怎么熬过来的？,https://www.zhihu.com/question/52515464/answer/135981515,33103
574,什么才是真正的恶？,https://www.zhihu.com/question/53487831/answer/136112867,33057
575,裸睡对身体有什么好处？,https://www.zhihu.com/question/19609625/answer/346045539,33047
576,那些宿舍里最早起来的人后来怎么样了？,https://www.zhihu.com/question/266230601/answer/326112813,33025
577,有哪些搞笑的弹幕？,https://www.zhihu.com/question/39463086/answer/83930400,33005
578,学生经常问学的东西有什么用，应该怎么回答？,https://www.zhihu.com/question/38415284/answer/76745916,32875
579,有哪些心理学小技巧可以运用在生活中？,https://www.zhihu.com/question/24245141/answer/85527136,32861
580,你见过哪些戏精一样的人？,https://www.zhihu.com/question/68568951/answer/268148987,32854
581,怎么写出一本程序员风格的修真小说？,https://www.zhihu.com/question/32422838/answer/55775344,32853
582,你们烦不烦「小猪佩奇」？,https://www.zhihu.com/question/274188233/answer/378766811,32845
583,苏轼被神化了吗？有哪些例子可看出苏轼仍是「凡人」？,https://www.zhihu.com/question/30130754/answer/48982383,32828
584,有哪些仅仅一句，就能让你落泪的话？,https://www.zhihu.com/question/46610079/answer/105807431,32823
585,为什么很多人烟不离手也能长寿，而许多人不碰烟酒却短命？,https://www.zhihu.com/question/26821082/answer/253353255,32801
586,如何看待同学聚会上的言论「我在四线城市跟你在一线城市的年薪一样多（15万元）」？,https://www.zhihu.com/question/28399334/answer/40718507,32798
587,贫穷会让孩子感到自卑吗？,https://www.zhihu.com/question/20783044/answer/60619043,32783
588,如何在气场强大的人面前做到不卑不亢？,https://www.zhihu.com/question/28361409/answer/163264045,32775
589,这个社会中，有真才实学技术的人，是否总体不如「非常会来事」的万金油混得好？,https://www.zhihu.com/question/20940082/answer/55787562,32733
590,在只有一个人上班的公司里工作是怎样的体验？,https://www.zhihu.com/question/27986261/answer/336219315,32726
591,如何含蓄地表达价格太贵自己不能接受？,https://www.zhihu.com/question/34604690/answer/87947810,32694
592,做哪些事情可以提升生活品质？,https://www.zhihu.com/question/22347626/answer/62214075,32687
593,男生有文化有多重要？,https://www.zhihu.com/question/25695912/answer/31387465,32619
594,过年期间你经历的最有趣的故事是什么？,https://www.zhihu.com/question/55140460/answer/143462189,32607
595,有哪些“小时候不以为意，长大后细思恐极”的影视情节？,https://www.zhihu.com/question/40500121/answer/204544589,32598
596,有哪些充满江湖味道的歌曲？,https://www.zhihu.com/question/266364732/answer/343452497,32597
597,有哪些听起来高大上实际上很普通的东西？,https://www.zhihu.com/question/36396890/answer/67654519,32549
598,哪些行为会让你觉得对方很 low ，很没教养？,https://www.zhihu.com/question/33488767/answer/379548786,32534
599,女孩收入达到多高时可以购买奢侈品？,https://www.zhihu.com/question/25551786/answer/213276355,32533
600,军人看《战狼2》是种怎样的体验？,https://www.zhihu.com/question/63167728/answer/208133550,32526
601,你听过的最委婉，最含蓄的一句诗词是什么？,https://www.zhihu.com/question/51829486/answer/244045149,32507
602,有哪些小时候不明白，长大了才懂的事情？,https://www.zhihu.com/question/268207822/answer/336449618,32494
603,有哪些让你目瞪口呆的 Bug ？,https://www.zhihu.com/question/21747929/answer/45782715,32476
604,你做过哪些「智障」的事？,https://www.zhihu.com/question/63580454/answer/211164174,32428
605,大学寝室里发现室友偷东西怎么办？,https://www.zhihu.com/question/23078507/answer/423894921,32351
606,有哪些你听过惊艳的句子？,https://www.zhihu.com/question/63651462/answer/229154678,32345
607,清华和北大的学生有多厉害？,https://www.zhihu.com/question/22771794/answer/319217032,32328
608,如何看待「咏宁」坠亡事件？,https://www.zhihu.com/question/263790738/answer/273164572,32254
609,是不是文化程度越低的女孩，越把希望寄托于嫁人，而不是自己努力？,https://www.zhihu.com/question/68317552/answer/310013138,32254
610,社会上有哪些让你细思恐极的细节？,https://www.zhihu.com/question/53220978/answer/134146246,32238
611,有哪些网上自学课程的好网站？,https://www.zhihu.com/question/31044894/answer/50427150,32235
612,你见过的生性凉薄的人是怎样的？,https://www.zhihu.com/question/29174460/answer/747577343,32227
613,有哪些「是时候表演真正的技术了」的例子？,https://www.zhihu.com/question/61163759/answer/351491938,32216
614,什么是「少女心」？,https://www.zhihu.com/question/20996727/answer/44719212,32199
615,你见过哪些不按套路出牌的人？,https://www.zhihu.com/question/60343827/answer/175747296,32164
616,世界上让你觉得最美好的人是谁？,https://www.zhihu.com/question/34511018/answer/58969482,32162
617,哪个瞬间你对中国娱乐圈彻底失望？,https://www.zhihu.com/question/266730520/answer/312424197,32133
618,字写得好，是种怎样的体验？,https://www.zhihu.com/question/26854003/answer/44075399,32131
619,每天坚持英语学习，为什么还是学不好？,https://www.zhihu.com/question/27702564/answer/38067746,32127
620,有哪些令人浑身发抖的故事？,https://www.zhihu.com/question/55860326/answer/172622874,32119
621,你说过哪些不合时宜的大实话？,https://www.zhihu.com/question/48002856/answer/109450152,32107
622,有哪些「看似复杂，实则简单」的 PS 技巧？,https://www.zhihu.com/question/37271601/answer/72091183,32099
623,你人生到目前为止演技的巅峰时刻是哪一刻？,https://www.zhihu.com/question/41055994/answer/105467401,32095
624,中国人在日本千万别做什么？,https://www.zhihu.com/question/265688270/answer/333493425,32067
625,有哪些看似很傻，实则聪明的行为？,https://www.zhihu.com/question/60809486/answer/253395301,31933
626,有哪些情节多次反转的故事？,https://www.zhihu.com/question/48169282/answer/145312402,31851
627,如何看待李国武徒手接11层跳楼女人被砸身亡？,https://www.zhihu.com/question/263923011/answer/278258632,31844
628,有哪些一个镜头就体现一个演员是否会演戏的例子？,https://www.zhihu.com/question/269939406/answer/367340683,31835
629,有哪些小技能是可以通过闲暇时间学到的？,https://www.zhihu.com/question/36267481/answer/69340940,31809
630,为什么越来越多的中小学生变得「社会」？会带来什么影响？,https://www.zhihu.com/question/265567062/answer/309549032,31744
631,人生中最寂寞的事情是什麼？,https://www.zhihu.com/question/24521242/answer/28099965,31672
632,火车下铺的年轻人遇到想换铺的上铺孕妇怎么办？,https://www.zhihu.com/question/35227985/answer/61979622,31646
633,有哪些你看过一眼就难以忘怀的句子？,https://www.zhihu.com/question/38501171/answer/91798472,31624
634,如何评价章子怡？,https://www.zhihu.com/question/51815739/answer/264611881,31600
635,你说过哪些不合时宜的大实话？,https://www.zhihu.com/question/48002856/answer/111118508,31574
636,你有哪些一鸣惊人的操作？,https://www.zhihu.com/question/62214708/answer/197767658,31554
637,《三国演义》中有哪些细思恐极的细节？,https://www.zhihu.com/question/30115784/answer/48195315,31510
638,你在美国经历过哪些事情的体验不如中国？,https://www.zhihu.com/question/48094751/answer/115841296,31487
639,为儿子以后泡妞着想，应该让他学吉他还是学钢琴？,https://www.zhihu.com/question/23436237/answer/42001758,31484
640,如何用平淡的语气写出虐到让人喘不过气，或让读者感到震撼、震惊的感觉？,https://www.zhihu.com/question/265791395/answer/386886092,31369
641,一个精英的诞生，家庭因素有多大？,https://www.zhihu.com/question/29759221/answer/145532224,31363
642,你有什么相见恨晚的英语学习方法？,https://www.zhihu.com/question/26677313/answer/34173739,31363
643,作为演员，演电影和演电视剧有什么不同？,https://www.zhihu.com/question/25499211/answer/123084750,31343
644,为什么很多优质女性没有男友？,https://www.zhihu.com/question/37373471/answer/71831873,31325
645,为什么女生城府深就会被骂心机女，而男生却被称为有谋略？,https://www.zhihu.com/question/41569811/answer/91518569,31303
646,怎么才能使粉色看起来非常硬汉？,https://www.zhihu.com/question/37502508/answer/85889553,31277
647,有哪些原本只是一个小消息，但回看发现是个惊天大新闻的例子？,https://www.zhihu.com/question/37511675/answer/118145818,31212
648,你见过哪些过分的地图炮？,https://www.zhihu.com/question/52342900/answer/148075984,31140
649,火车上遇见最让你崩溃的一件事是什么？,https://www.zhihu.com/question/34019332/answer/103947626,31123
650,老人摔倒到底是扶还是不扶？,https://www.zhihu.com/question/35517162/answer/63671882,31114
651,在医院时，大夫对你说过哪些令你震惊的话？,https://www.zhihu.com/question/267399450/answer/325106125,31078
652,面试官问你的缺点是什么，应该如何回答？,https://www.zhihu.com/question/22357547/answer/129871099,31077
653,周立波和金星的公众形象有什么不同之处？,https://www.zhihu.com/question/32231013/answer/59058264,31038
654,如何评价《最强大脑》中魏坤琳和郭敬明吵架事件？,https://www.zhihu.com/question/38284567/answer/82963276,31031
655,有哪些礼仪是必备的？,https://www.zhihu.com/question/22632958/answer/22101986,31020
656,如何看待有些学生穿 60 元的上下衣，却穿着 1000+ 元的鞋？,https://www.zhihu.com/question/52175588/answer/340174087,31002
657,毫无预兆地遇见知名人物是种怎样的体验?,https://www.zhihu.com/question/36777782/answer/298802373,30988
658,你做过哪些「智障」的事？,https://www.zhihu.com/question/63580454/answer/258501738,30953
659,警察/法医是如何做到不怕那些惨不忍睹的尸体的？,https://www.zhihu.com/question/20827831/answer/327046468,30932
660,如何用王家卫的方式表白？,https://www.zhihu.com/question/31119593/answer/101533592,30905
661,你遇到过最不讲道理的人是怎样的？,https://www.zhihu.com/question/60601911/answer/345746777,30892
662,用一张纸能做出什么 ?,https://www.zhihu.com/question/35104273/answer/151484952,30883
663,有哪些事情使你意识到「思维的局限性」？,https://www.zhihu.com/question/40498719/answer/87169462,30875
664,和喜欢的人提分手是种怎样的体验？,https://www.zhihu.com/question/38127265/answer/75007503,30806
665,一句话可以把人毁到什么地步？,https://www.zhihu.com/question/66828598/answer/251070099,30766
666,你有哪些压箱底的笑话？,https://www.zhihu.com/question/267249806/answer/1087255398,30765
667,有哪些翻译作品完美做到「信达雅」的水平？,https://www.zhihu.com/question/36142964/answer/372385706,30694
668,你有信仰吗？你的信仰是什么？,https://www.zhihu.com/question/26577838/answer/56501097,30680
669,哪些精彩的打斗片段让你念念不忘？,https://www.zhihu.com/question/268679446/answer/346807993,30674
670,一个老师如何轻易毁掉学生的一生？,https://www.zhihu.com/question/58889974/answer/340612672,30625
671,女孩收入达到多高时可以购买奢侈品？,https://www.zhihu.com/question/25551786/answer/302530539,30578
672,为什么现在有一些初高中的孩子越来越不爱惜自己的身体？,https://www.zhihu.com/question/64670105/answer/293064083,30572
673,《蜡笔小新》中有哪些细思恐极的细节？,https://www.zhihu.com/question/49617435/answer/135687349,30564
674,如何看待「登月无用，不如拿来改善民生」的说法，有道理吗？,https://www.zhihu.com/question/22158238/answer/113375425,30545
675,与大学舍友相处最心寒的是什么时候或者什么事情呢？,https://www.zhihu.com/question/38787053/answer/149031788,30527
676,日本哪些化妆品护肤品特别好？,https://www.zhihu.com/question/21509929/answer/18480024,30525
677,成年的时候拉屎拉在身上是一种什么样的体验？,https://www.zhihu.com/question/31224413/answer/398703422,30524
678,普通老百姓撞了豪车，是不是真该毁一生？,https://www.zhihu.com/question/30340143/answer/276883131,30503
679,父母很逗比是种怎样的体验？,https://www.zhihu.com/question/34673106/answer/124250752,30473
680,被恶意诋毁是种怎样的体验？,https://www.zhihu.com/question/58719943/answer/176827358,30438
681,为什么女生有体香？,https://www.zhihu.com/question/20320900/answer/29227778,30323
682,你见过最侮辱观众智商的广告是哪个？,https://www.zhihu.com/question/27999472/answer/251604411,30316
683,你生命中最艰难、痛苦的一段时间是如何度过的？,https://www.zhihu.com/question/24917544/answer/154775610,30267
684,有哪些典型的中国人思维？,https://www.zhihu.com/question/68088641/answer/272766745,30222
685,闹灾荒的时候，和珅在给灾民的米汤里撒了一把沙子， 这其中包含着什么经济学原理？,https://www.zhihu.com/question/39974807/answer/154256490,30221
686,你有哪些「当时我就懵逼了」的经历？,https://www.zhihu.com/question/39829502/answer/83433963,30193
687,真正的学霸是什么样子？,https://www.zhihu.com/question/49078888/answer/115446734,30191
688,为什么有的同学家境不是很好，还不用功读书？,https://www.zhihu.com/question/35854666/answer/66121351,30173
689,如何看待迪丽热巴被爆大学时期当小三?,https://www.zhihu.com/question/264932785/answer/287044653,30127
690,你喝醉酒后闹过什么笑话？,https://www.zhihu.com/question/265356693/answer/301948226,30121
691,有哪些只要短时间学习就能受益无穷的生活小技能？,https://www.zhihu.com/question/20846401/answer/16372940,30116
692,如何评价苏联的军工水平？,https://www.zhihu.com/question/21602621/answer/30402937,30095
693,为什么有人说「百度全面降低了中国的互联网体验」？,https://www.zhihu.com/question/29740126/answer/45447872,30086
694,穷人需要为自身的贫穷负多大责任？,https://www.zhihu.com/question/24936740/answer/71233988,30083
695,为什么有人说富坚义博有着殿堂级的画功？他的画功体现在哪儿呢？,https://www.zhihu.com/question/22345285/answer/55014168,30083
696,你做了什么事情让大家笑疯？,https://www.zhihu.com/question/39081910/answer/84255306,30082
697,男生喝醉酒后打电话的一定是最爱的人吗？,https://www.zhihu.com/question/23395696/answer/389390405,30057
698,一直追求（吸引）不到喜欢的异性，感觉累了怎么办？,https://www.zhihu.com/question/26092705/answer/32989919,30024
699,是不是大部分女性到了 40 岁，活着特没意思？,https://www.zhihu.com/question/61920590/answer/242438204,29943
700,你见过哪些不按套路出牌的人？,https://www.zhihu.com/question/60343827/answer/179853029,29912
701,如何评价电影《战狼 2》？,https://www.zhihu.com/question/50171698/answer/205494234,29908
702,如何有效地劝刚上大学的儿子远离校园贷？,https://www.zhihu.com/question/265597918/answer/295878648,29881
703,国企工作效率真的很低吗？,https://www.zhihu.com/question/22977065/answer/236152323,29842
704,你在酒店做过最丧心病狂的事是什么？,https://www.zhihu.com/question/265965273/answer/305355998,29792
705,有哪些第一眼就感到震撼的图片？,https://www.zhihu.com/question/38178765/answer/140268112,29782
706,你见过或经历过哪些令人感动的陌生人的善举？,https://www.zhihu.com/question/21179963/answer/44389381,29780
707,什么是过度解读？,https://www.zhihu.com/question/63484482/answer/211219746,29700
708,突然发现自己变老是怎样一种体验？,https://www.zhihu.com/question/41758350/answer/395358855,29683
709,有哪些 200~500 元的生日礼物值得推荐？,https://www.zhihu.com/question/39371344/answer/83481378,29671
710,你见过最还原的 Cosplay 是什么样子的？,https://www.zhihu.com/question/36851579/answer/82842175,29655
711,什么样的朋友是真正的好朋友？,https://www.zhihu.com/question/21149829/answer/19017758,29635
712,有哪些搞笑的弹幕？,https://www.zhihu.com/question/39463086/answer/84495233,29625
713,100 字内能写出怎样萌的故事？,https://www.zhihu.com/question/40234499/answer/149724427,29574
714,有哪些可能是「在中国长大的人」才知道的事？,https://www.zhihu.com/question/51145368/answer/124765584,29510
715,你听过、看过、写过、经历过哪些暖心的，震撼心灵的，民间传说的小故事？,https://www.zhihu.com/question/46260668/answer/101003391,29487
716,对社会充满怨气的人有哪些心态？,https://www.zhihu.com/question/61499504/answer/191759313,29477
717,如何看待一些人以九寨沟地震为由呼吁吴京捐款的行为？,https://www.zhihu.com/question/63650328/answer/211849897,29445
718,给 59 分强行不给过的老师是一种怎么样的存在？,https://www.zhihu.com/question/39683528/answer/82723301,29431
719,怎样才算是成熟的男人？,https://www.zhihu.com/question/21295246/answer/19236989,29414
720,如何看待众网友为官方封杀 PG ONE 而叫好的现象？,https://www.zhihu.com/question/265230698/answer/291506843,29369
721,把一副好牌打得稀烂是一种什么样的情形？,https://www.zhihu.com/question/264672384/answer/311954129,29345
722,必胜客贵吗？,https://www.zhihu.com/question/27917495/answer/38711050,29340
723,医护人员信命吗？,https://www.zhihu.com/question/60519122/answer/182542610,29324
724,你最庆幸自己当初做了什么事？,https://www.zhihu.com/question/61467099/answer/189874643,29247
725,《福布斯》2011 年评腾讯创新能力全球第四，超越苹果和谷歌，如何理解？,https://www.zhihu.com/question/19783289/answer/19744850,29211
726,什么是「不会聊天」？不会聊天怎么办？,https://www.zhihu.com/question/21018000/answer/22147071,29207
727,如果是王家卫去拍《西游记》会是什么样的故事？,https://www.zhihu.com/question/40563735/answer/87567355,29182
728,「这 TM 都是套路」是种怎样的体验？,https://www.zhihu.com/question/47315089/answer/106015366,29181
729,如何自拍才能拍得好看？,https://www.zhihu.com/question/24463692/answer/164200256,29114
730,「这 TM 都是套路」是种怎样的体验？,https://www.zhihu.com/question/47315089/answer/111583477,29083
731,世界上致死率最高的东西是什么？,https://www.zhihu.com/question/265490550/answer/295548576,29035
732,女人的温柔从哪里体现？,https://www.zhihu.com/question/23617896/answer/25147080,28982
733,大学的人脉很重要吗？,https://www.zhihu.com/question/37186367/answer/146683378,28973
734,为什么厨师很少有女性？,https://www.zhihu.com/question/20427741/answer/27936065,28965
735,哪些演员的表演可以称为教科书式的演技？,https://www.zhihu.com/question/61178908/answer/184963845,28953
736,为什么大学一开学会有很多家长送孩子去学校？,https://www.zhihu.com/question/35190363/answer/61692341,28903
737,有哪些多数人都喜欢，但你就是不喜欢，即使别人觉得你品味有问题，可你还是不喜欢的东西？,https://www.zhihu.com/question/39101301/answer/104806693,28894
738,哪些事是你当了领导才明白的？,https://www.zhihu.com/question/68467783/answer/346080574,28893
739,为什么路飞对成员态度差别那么大？,https://www.zhihu.com/question/23434853/answer/25259724,28876
740,如何才能拍出一张特别好看的自拍照？,https://www.zhihu.com/question/21100397/answer/30471967,28849
741,婚后遇到更合适、更情投意合的今生挚爱，怎么办？,https://www.zhihu.com/question/28866210/answer/42456649,28798
742,你最接受不了室友的什么奇葩行为？,https://www.zhihu.com/question/54586958/answer/144988061,28797
743,日本经济、军事、文化究竟发达到什么程度？,https://www.zhihu.com/question/37120133/answer/71351219,28733
744,为什么有些人拒绝别人的方式是说谎而不是直接说不？,https://www.zhihu.com/question/27651464/answer/37589402,28730
745,家里面有哪个亲戚令你感到恶心？,https://www.zhihu.com/question/65383028/answer/1160498979,28718
746,医生的收入到底高不高，为什么很多医生说他们收入很低？,https://www.zhihu.com/question/21898948/answer/19705763,28680
747,憋住不放的屁，最后都去哪了？,https://www.zhihu.com/question/52575794/answer/131210288,28667
748,男生 25 岁了，应该明白哪些道理？,https://www.zhihu.com/question/37400041/answer/74744187,28621
749,如何让自己变成一个有品味的人？,https://www.zhihu.com/question/21568734/answer/20070622,28616
750,你大学时最美好的一个瞬间是什么？,https://www.zhihu.com/question/63048702/answer/323377954,28606
751,哪个瞬间你感受到了世界的温柔？,https://www.zhihu.com/question/64821236/answer/255715450,28600
752,有一个让你一直无法忘记的人是什么感受？,https://www.zhihu.com/question/264141494/answer/399938155,28588
753,哪些瞬间让你发现是贫穷限制了你的想象力？,https://www.zhihu.com/question/67080789/answer/272718099,28551
754,如何评价 Angelababy？为什么她的口碑不佳？,https://www.zhihu.com/question/56073398/answer/156256030,28545
755,「是爱，是暖，是希望，你是人间四月天」，如何对句？,https://www.zhihu.com/question/29246741/answer/49612374,28535
756,如何看待「山东招远麦当劳女子被殴致死」事件？,https://www.zhihu.com/question/23957361/answer/26262516,28492
757,非洲某些国家不断收到各国救援和物资，为什么一直富不起来？,https://www.zhihu.com/question/23525927/answer/25206807,28490
758,知乎上极力推崇读书的人为什么不把上知乎的时间都用来读书？,https://www.zhihu.com/question/20982901/answer/21761628,28484
759,怎样成为一个沉稳的人？,https://www.zhihu.com/question/21821931/answer/580956787,28449
760,一句话可以把人毁到什么地步？,https://www.zhihu.com/question/66828598/answer/252350801,28444
761,有没有一瞬间，突然感觉十分沮丧，即便没有发生什么？,https://www.zhihu.com/question/266276166/answer/306241975,28421
762,你高中时最美好的一个瞬间是什么？,https://www.zhihu.com/question/57230324/answer/156000121,28364
763,装×失败是种怎样的体验？,https://www.zhihu.com/question/31551594/answer/69190267,28294
764,日本经济、军事、文化究竟发达到什么程度？,https://www.zhihu.com/question/37120133/answer/281391856,28294
765,飞机坠毁前乘客能做点什么？,https://www.zhihu.com/question/29429914/answer/45569395,28211
766,你买过最让你后悔的服装是哪一件？,https://www.zhihu.com/question/58133741/answer/165335862,28186
767,你遇到过哪些令人讨厌的女孩？,https://www.zhihu.com/question/264888727/answer/288546160,28180
768,聊天时能用来装逼的文言文有哪些？,https://www.zhihu.com/question/39095908/answer/80141161,28162
769,有哪些令你读过就不会忘的话？,https://www.zhihu.com/question/50364335/answer/138103025,28146
770,哪些实用的小方法、小技巧、好习惯能让人每天进步？,https://www.zhihu.com/question/22292474/answer/21226547,28117
771,如何能让周立波从电视里彻底消失？,https://www.zhihu.com/question/21234453/answer/58577105,28112
772,有哪些比小说更好看的商业故事？,https://www.zhihu.com/question/23049278/answer/121190889,28084
773,你曾经被哪些事情弄的莫名感动，那种情愫还难以名状？,https://www.zhihu.com/question/20627607/answer/277752734,28070
774,你有哪些自以为聪明，但其实愚蠢透顶的操作？,https://www.zhihu.com/question/61781860/answer/1051929801,28001
775,有哪些号称千古绝对的对联被后人或者今人破解了？,https://www.zhihu.com/question/277936686/answer/970748139,27958
776,你们身边的漂亮女孩儿生完孩子，后来怎么样了？,https://www.zhihu.com/question/266616606/answer/313976033,27918
777,作为一个医生，什么时候有成就感？,https://www.zhihu.com/question/35581661/answer/64242243,27906
778,如何评价冯小刚让苗苗在大佬们面前跳舞？,https://www.zhihu.com/question/267333930/answer/324028441,27872
779,你听过的最能引起共鸣的话是什么？,https://www.zhihu.com/question/37496011/answer/72431872,27824
780,异地恋多久联系一次正常？,https://www.zhihu.com/question/21135938/answer/43291177,27796
781,你在大学有过哪些「骚操作」？,https://www.zhihu.com/question/65502685/answer/288173199,27754
782,为什么有些工资不高的人用着最新款的 iPhone 或者各种价格不低的电子设备？,https://www.zhihu.com/question/29854309/answer/46413080,27718
783,「字如其人」是真的吗？这能看出什么？,https://www.zhihu.com/question/30734817/answer/86427983,27707
784,你是从什么时候开始，感受到了岁月的残忍？,https://www.zhihu.com/question/28062142/answer/220862334,27705
785,为什么越来越多的中小学生变得「社会」？会带来什么影响？,https://www.zhihu.com/question/265567062/answer/316261824,27696
786,你买过最让你后悔的服装是哪一件？,https://www.zhihu.com/question/58133741/answer/157521672,27630
787,有哪些剧情反转的有趣故事？,https://www.zhihu.com/question/46404678/answer/140982091,27624
788,你亲身经历过最尴尬的事是什么？,https://www.zhihu.com/question/53527823/answer/142127565,27621
789,有哪些包装方法让礼物瞬间高大上？,https://www.zhihu.com/question/23147527/answer/38493748,27583
790,人类能不能吃狗肉？,https://www.zhihu.com/question/41024051/answer/92915348,27575
791,懂法的和不懂法的有何区别？,https://www.zhihu.com/question/28601869/answer/1179575092,27544
792,如何看待27岁小伙相亲穿特步被拒绝？,https://www.zhihu.com/question/265286469/answer/292256538,27538
793,如何评价电影《湄公河行动》？,https://www.zhihu.com/question/48224721/answer/124715858,27491
794,你见过哪些巧妙的弦外之音？,https://www.zhihu.com/question/62206728/answer/249336562,27477
795,和年级第一谈恋爱是一种怎样的体验？,https://www.zhihu.com/question/55128649/answer/1074146773,27425
796,人在年轻的时候一定要奋斗吗？,https://www.zhihu.com/question/28923765/answer/63148139,27398
797,不浮躁的社会是什么样的？,https://www.zhihu.com/question/22633562/answer/90351145,27372
798,有哪些笑完之后发人深省的笑话？,https://www.zhihu.com/question/34810002/answer/81856768,27365
799,如何帮助这位长期被欺负、群殴，甚至被逼吃屎的同学？,https://www.zhihu.com/question/39525312/answer/85751723,27351
800,你的收入能让你过怎样的生活？,https://www.zhihu.com/question/65935124/answer/243206506,27344
801,家境贫寒的人与富裕的人能够有美满的婚姻吗？,https://www.zhihu.com/question/30633478/answer/48988603,27314
802,每天坚持跑步，或者慢跑真正带给你了什么？,https://www.zhihu.com/question/41380989/answer/93317845,27266
803,若远离酒色，怎么能享受生活的乐趣？,https://www.zhihu.com/question/22337430/answer/21077882,27247
804,有哪些值得推荐的字体？,https://www.zhihu.com/question/20727176/answer/22478584,27122
805,公务员在工作中都碰到过哪些有意思的事情？,https://www.zhihu.com/question/56323099/answer/157129579,27095
806,有哪些前后差异非常大的照片？,https://www.zhihu.com/question/61821569/answer/207030151,27076
807,女人会嫁没有生育能力的男生吗？,https://www.zhihu.com/question/66331248/answer/288567359,27033
808,有点贵但很值得买的商品有哪些？,https://www.zhihu.com/question/23136740/answer/36137787,27022
809,一句话把对方噎死是种怎样的体验？,https://www.zhihu.com/question/264907372/answer/340763538,26970
810,如何评价电影《战狼 2》？,https://www.zhihu.com/question/50171698/answer/205556122,26953
811,智商下线是种怎样的体验？,https://www.zhihu.com/question/46400790/answer/111814256,26927
812,如何评价电影《头号玩家》（Ready Player One）？,https://www.zhihu.com/question/63175444/answer/354740756,26908
813,颜值那么重要，那长得丑的人怎么办？,https://www.zhihu.com/question/30394138/answer/317906722,26898
814,死不认错，是种怎样的体验？,https://www.zhihu.com/question/65378889/answer/230565499,26840
815,有哪些写出来让人尴尬到脸酸的文章或段子？,https://www.zhihu.com/question/41372112/answer/90873134,26806
816,如何恰当地表示愤怒？,https://www.zhihu.com/question/28599578/answer/41731242,26606
817,在哪个瞬间你觉得自己是个屌丝？,https://www.zhihu.com/question/59045049/answer/163550030,26593
818,你们遇到过最尴尬的事情是什么？,https://www.zhihu.com/question/55629283/answer/145818985,26552
819,你在生活中看过哪些让人忍俊不禁的撒娇/卖萌/套路？,https://www.zhihu.com/question/268949583/answer/344454336,26547
820,是否真的存在天才？,https://www.zhihu.com/question/34054445/answer/343279714,26530
821,有哪些大家都不看好，但最后却出乎意料的事情？,https://www.zhihu.com/question/265438463/answer/294052181,26510
822,为什么鲜有炫富的程序员？,https://www.zhihu.com/question/30692237/answer/49494696,26508
823,如何知道男朋友是不是真的爱你？,https://www.zhihu.com/question/27369467/answer/526171246,26438
824,拥有丰富的表情图是种怎样的体验？,https://www.zhihu.com/question/35242408/answer/61932316,26222
825,未来十年哪些基础科学突破会影响互联网科技产业？产业互联网和消费互联网融合创新，会带来哪些改变？,https://www.zhihu.com/question/299741613/answer/517324284,25562
826,上课时同桌突然失去生命迹象你会怎么办？,https://www.zhihu.com/question/22918963/answer/913878382,24876
827,在哪里能找到各行业的分析研究报告？,https://www.zhihu.com/question/19766160/answer/113011414,24262
828,和有口臭的人接吻是什么感觉？,https://www.zhihu.com/question/23037488/answer/976464860,24002
829,如果吃一小勺冰淇淋会如何？,https://www.zhihu.com/question/52593957/answer/595731634,23866
830,你们见过的最心酸的照片是哪一张？,https://www.zhihu.com/question/29176244/answer/93590501,23564
831,为什么喜欢上一个人后会变得很低姿态？,https://www.zhihu.com/question/28879104/answer/138470508,22835
832,为什么说第一次去男方家不要洗碗?,https://www.zhihu.com/question/23707685/answer/774001823,22807
833,家里面有哪个亲戚令你感到恶心？,https://www.zhihu.com/question/65383028/answer/653797533,22746
834,医院里有哪些潜规则？,https://www.zhihu.com/question/265259044/answer/815871334,22231
835,C盘快满了，该如何清理？,https://www.zhihu.com/question/27608145/answer/772565367,22086
836,签收快递时说「谢谢」结果被同学说成「装」应该怎么办？,https://www.zhihu.com/question/34526668/answer/59125490,22067
837,男性怎样越变越帅？,https://www.zhihu.com/question/60457861/answer/178157213,21902
838,恐怖片为什么大多数都是女鬼？,https://www.zhihu.com/question/21554983/answer/734957749,21637
839,女生到底应不应该去试探男朋友？,https://www.zhihu.com/question/34161536/answer/1096843938,21198
840,最努力憋笑的一次经历是什么？,https://www.zhihu.com/question/55348729/answer/528585991,20885
